Code,Name,Country,Exchange,Currency,Type,Isin
SLON,ProShares Trust,USA,NYSE ARCA,USD,Common Stock,
SLQT,Selectquote Inc,USA,NYSE,USD,Common Stock,US8163073005
SLTY,YieldmaxTM Ultra Short Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
SLV,iShares Silver Trust,USA,NYSE ARCA,USD,ETF,US46428Q1094
SLVM,Sylvamo Corp,USA,NYSE,USD,Common Stock,US8713321029
SLX,VanEck Steel ETF,USA,NYSE ARCA,USD,ETF,US92189F2056
SLYG,SPDR® S&P 600 Small Cap Growth ETF,USA,NYSE ARCA,USD,ETF,US78464A2015
SLYV,SPDR® S&P 600 Small Cap Value ETF,USA,NYSE ARCA,USD,ETF,US78464A3005
SM,SM Energy Co,USA,NYSE,USD,Common Stock,US78454L1008
SMA,"SmartStop Self Storage REIT, Inc.",USA,NYSE,USD,Common Stock,US83190J1097
SMAP,"Amplify Small-Mid Cap Equity ETF
",USA,NYSE ARCA,USD,ETF,
SMBK,"SmartFinancial, Inc.",USA,NYSE,USD,Common Stock,US83190L2088
SMBS,Schwab Mortgage-Backed Securities ETF,USA,NYSE ARCA,USD,ETF,
SMC,Summit Midstream Corporation,USA,NYSE,USD,Common Stock,US86614G1013
SMCY,YieldMax SMCI Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
SMDD,ProShares UltraPro Short MidCap400,USA,NYSE ARCA,USD,ETF,US74347G6632
SMDX,Intech S&P Small-Mid Cap Diversified Alpha ETF,USA,NYSE ARCA,USD,ETF,US45259A5636
SMFG,Sumitomo Mitsui Financial Group Inc,USA,NYSE,USD,Common Stock,US86562M2098
SMG,Scotts Miracle-Gro Company,USA,NYSE,USD,Common Stock,US8101861065
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN,USA,NYSE ARCA,USD,ETF,US90274E1661
SMHI,SEACOR Marine Holdings Inc,USA,NYSE,USD,Common Stock,US78413P1012
SMIG,ETF Series Solutions - AAM Bahl & Gaynor Small/Mid Cap Income Growth ETF,USA,NYSE ARCA,USD,ETF,US26922B8321
SMIZ,Zacks Trust,USA,NYSE ARCA,USD,ETF,US98888G2049
SMJF,SMJ International Holdings Inc.,USA,NYSE MKT,USD,Common Stock,KYG824541026
SMLF,iShares MSCI USA Small-Cap Multifactor ETF,USA,NYSE ARCA,USD,ETF,US46434V2907
SMLL,Harbor ETF Trust,USA,NYSE ARCA,USD,ETF,
SMLV,SPDR® SSGA US Small Cap Low Volatility Index ETF,USA,NYSE ARCA,USD,ETF,US78468R8878
SMMU,PIMCO Short Term Municipal Bond Active Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R8741
SMN,ProShares UltraShort Basic Materials,USA,NYSE ARCA,USD,ETF,US74347G6145
SMOG,VanEck Low Carbon Energy ETF,USA,NYSE ARCA,USD,ETF,US92189F5026
SMOM,Symmetry Panoramic Sector Momentum ETF,USA,NYSE,USD,ETF,
SMOX,Horizon Funds,USA,NYSE ARCA,USD,ETF,
SMP,Standard Motor Products Inc,USA,NYSE,USD,Common Stock,US8536661056
SMR,Nuscale Power Corp,USA,NYSE,USD,Common Stock,US67079K1007
SMRT,SmartRent Inc,USA,NYSE,USD,Common Stock,US83193G1076
SMTH,ALPS ETF Trust,USA,NYSE ARCA,USD,ETF,US00162Q3469
SMWB,SimilarWeb Ltd,USA,NYSE,USD,Common Stock,IL0011751653
SN,"SharkNinja, Inc.",USA,NYSE,USD,Common Stock,KYG8068L1086
SNA,Snap-On Inc,USA,NYSE,USD,Common Stock,US8330341012
SNAP,Snap Inc,USA,NYSE,USD,Common Stock,US83304A1060
SNDA,Sonida Senior Living Inc,USA,NYSE,USD,Common Stock,US1404752032
SNDR,Schneider National Inc,USA,NYSE,USD,Common Stock,US80689H1023
SNN,Smith & Nephew SNATS Inc,USA,NYSE,USD,Common Stock,US83175M2052
SNOU,T-Rex 2X Long SNOW Daily Target ETF,USA,NYSE,USD,ETF,
SNOW,Snowflake Inc.,USA,NYSE,USD,Common Stock,US8334451098
SNOY,YieldMax SNOW Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
SNPE,Xtrackers S&P 500 ESG ETF,USA,NYSE ARCA,USD,ETF,US2330511435
SNTH,MRP SynthEquity ETF,USA,NYSE ARCA,USD,ETF,US45259A5149
SNV,Synovus Financial Corp,USA,NYSE,USD,Common Stock,US87161C5013
SNV-P-D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,USA,NYSE,USD,Preferred Stock,
SNV-P-E,SNV-P-E,USA,NYSE,USD,Preferred Stock,
SNV-PD,Synovus Financial Corp,USA,NYSE,USD,Preferred Stock,US87161C6003
SNV-PE,Synovus Financial Corp,USA,NYSE,USD,Preferred Stock,US87161C7092
SNX,Synnex Corporation,USA,NYSE,USD,Common Stock,US87162W1009
SO,Southern Company,USA,NYSE,USD,Common Stock,US8425871071
SOAR,Volato Group Inc.,USA,NYSE MKT,USD,Common Stock,US92865D1000
SOC,Sable Offshore Corp.,USA,NYSE,USD,Common Stock,US78574H1041
SOEZ,Franklin Solana Trust,USA,NYSE ARCA,USD,Common Stock,
SOF,Amplify Samsung SOFR ETF ,USA,NYSE,USD,ETF,
SOFR,Amplify ETF Trust - Amplify Samsung SOFR ETF,USA,NYSE ARCA,USD,ETF,US0321086722
SOJC,Southern Co,USA,NYSE,USD,Preferred Stock,US8425874042
SOJD,Southern Co,USA,NYSE,USD,Common Stock,US8425878001
SOJE,Southern Company (The) Series 2,USA,NYSE,USD,Common Stock,US8425878837
SOJF,The Southern Company,USA,NYSE,USD,Common Stock,US8425871071
SOL,Emeren Group Ltd,USA,NYSE,USD,Common Stock,US75971T3014
SOLR,Guinness Atkinson Funds,USA,NYSE ARCA,USD,ETF,US4020318501
SOLV,Solventum Corp.,USA,NYSE,USD,Common Stock,US83444M1018
SON,Sonoco Products Company,USA,NYSE,USD,Common Stock,US8354951027
SONY,Sony Group Corp,USA,NYSE,USD,Common Stock,US8356993076
SOR,Source Capital Closed Fund,USA,NYSE,USD,Common Stock,US8361441053
SOS,SOS Limited,USA,NYSE,USD,Common Stock,US83587W3043
SOVF,Elevation Series Trust,USA,NYSE ARCA,USD,ETF,US2103222020
SOXL,Direxion Daily Semiconductor Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459W4583
SOXS,Direxion Daily Semiconductor Bear 3X Shares,USA,NYSE ARCA,USD,ETF,US25460G6908
SOXY,YieldMax Target 12 Semiconductor Option Income ETF,USA,NYSE ARCA,USD,ETF,
SOYB,Teucrium Soybean,USA,NYSE ARCA,USD,ETF,US88166A6073
SPAB,SPDR® Portfolio Aggregate Bond ETF,USA,NYSE ARCA,USD,ETF,US78464A6495
SPB,Spectrum Brands Holdings Inc,USA,NYSE,USD,Common Stock,US84790A1051
SPBO,SPDR Portfolio Corporate Bond,USA,NYSE ARCA,USD,ETF,US78464A1447
SPBW,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
SPBX,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
SPCE,Virgin Galactic Holdings Inc,USA,NYSE,USD,Common Stock,US92766K4031
SPD,Simplify US Equity PLUS Downside Convexity ETF,USA,NYSE ARCA,USD,ETF,US82889N2027
SPDG,SPDR Series Trust,USA,NYSE ARCA,USD,ETF,US78468R4653
SPDN,Direxion Daily S&P 500® Bear 1X Shares,USA,NYSE ARCA,USD,ETF,US25460E8690
SPDV,AAM S&P 500 High Dividend Value ETF,USA,NYSE ARCA,USD,ETF,US26922A5948
SPDW,SPDR S&P World ex US,USA,NYSE ARCA,USD,ETF,US78463X8891
SPE,Special Opportunities Closed Fund,USA,NYSE,USD,FUND,US84741T1043
SPE-P-C,SPE-P-C,USA,NYSE,USD,Preferred Stock,
SPE-PC,Special Opportunities Fund Inc.,USA,NYSE,USD,Preferred Stock,
SPEM,SPDR® Portfolio Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,US78463X5095
SPEU,SPDR Portfolio Europe,USA,NYSE ARCA,USD,ETF,US78463X1037
SPFF,Global X SuperIncome Preferred ETF,USA,NYSE ARCA,USD,ETF,US37950E3339
SPG,Simon Property Group Inc,USA,NYSE,USD,Common Stock,US8288061091
SPG-P-J,Simon Property Group Inc. Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,USA,NYSE,USD,Preferred Stock,US8288068856
SPG-PJ,Simon Property Group Inc,USA,NYSE,USD,Preferred Stock,US8288068856
SPGI,S&P Global Inc,USA,NYSE,USD,Common Stock,US78409V1044
SPGM,SPDR Portfolio MSCI Global Stock Market,USA,NYSE ARCA,USD,ETF,US78463X4759
SPGP,Invesco S&P 500 GARP ETF,USA,NYSE ARCA,USD,ETF,US46137V4317
SPH,Suburban Propane Partners LP,USA,NYSE,USD,Common Stock,US8644821048
SPHB,Invesco S&P 500® High Beta ETF,USA,NYSE ARCA,USD,ETF,US46138E3707
SPHD,Invesco S&P 500® High Dividend Low Volatility ETF,USA,NYSE ARCA,USD,ETF,US46138E3624
SPHQ,Invesco S&P 500® Quality ETF,USA,NYSE ARCA,USD,ETF,US46137V2410
SPHR,Sphere Entertainment Co.,USA,NYSE,USD,Common Stock,US55826T1025
SPHY,SPDR Portfolio High Yield Bond,USA,NYSE ARCA,USD,ETF,US78468R6062
SPIB,SPDR Barclays Intermediate Term Corporate Bond,USA,NYSE ARCA,USD,ETF,US78464A3757
SPIP,SPDR Portfolio TIPS,USA,NYSE ARCA,USD,ETF,US78464A6560
SPIR,Spire Global Inc,USA,NYSE,USD,Common Stock,US8485603067
SPLB,SPDR Barclays Long Term Corporate Bond,USA,NYSE ARCA,USD,ETF,US78464A3674
SPLV,Invesco S&P 500® Low Volatility ETF,USA,NYSE ARCA,USD,ETF,US46138E3541
SPMB,SPDR Portfolio Mortgage Backed Bond,USA,NYSE ARCA,USD,ETF,US78464A3831
SPMC,"Sound Point Meridian Capital, Inc.",USA,NYSE,USD,Common Stock,US83617A1088
SPMD,SPDR Russell Small Cap Completeness,USA,NYSE ARCA,USD,ETF,US78464A8475
SPME,"Sound Point Meridian Capital, Inc.",USA,NYSE,USD,Common Stock,US83617A3068
SPMO,Invesco S&P 500® Momentum ETF,USA,NYSE ARCA,USD,ETF,US46138E3392
SPNT,Siriuspoint Ltd,USA,NYSE,USD,Common Stock,BMG8192H1060
SPNT-P-B,SPNT-P-B,USA,NYSE,USD,Preferred Stock,
SPNT-PB,SiriusPoint Ltd.,USA,NYSE,USD,Preferred Stock,BMG8192H1557
SPOT,Spotify Technology SA,USA,NYSE,USD,Common Stock,LU1778762911
SPPP,Sprott Physical Platinum and Palladium Trust,USA,NYSE ARCA,USD,ETF,CA85207Q1046
SPRE,SP Funds S&P Global REIT Sharia ETF,USA,NYSE ARCA,USD,ETF,US8863647694
SPRU,Spruce Power Holding Corp,USA,NYSE,USD,Common Stock,US9837FR2091
SPSB,SPDR Barclays Short Term Corporate Bond,USA,NYSE ARCA,USD,ETF,US78464A4748
SPSK,SP Funds Dow Jones Global Sukuk ETF,USA,NYSE ARCA,USD,ETF,US8863647025
SPSM,SPDR® Portfolio S&P 600 Small Cap ETF,USA,NYSE ARCA,USD,ETF,US78468R8530
SPTB,SPDR Series Trust,USA,NYSE ARCA,USD,ETF,US78468R4570
SPTE,SP Funds Trust,USA,NYSE ARCA,USD,ETF,US84612A1016
SPTI,SPDR Portfolio Intermediate Term Treasury,USA,NYSE ARCA,USD,ETF,US78464A6727
SPTL,SPDR Barclays Long Term Treasury,USA,NYSE ARCA,USD,ETF,US78464A6644
SPTM,SPDR® Portfolio S&P 1500 Composite Stock Market ETF,USA,NYSE ARCA,USD,ETF,US78464A8053
SPTS,SPDR Barclays Short Term Treasury,USA,NYSE ARCA,USD,ETF,US78468R1014
SPTU,SPDR Series Trust,USA,NYSE ARCA,USD,ETF,
SPUC,Simplify US Equity PLUS Upside Convexity ETF,USA,NYSE ARCA,USD,ETF,US82889N3017
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,USA,NYSE ARCA,USD,ETF,US8863648015
SPUT,Innovator ETFs Trust,USA,NYSE ARCA,USD,ETF,
SPUU,Direxion Daily S&P 500® Bull 2X Shares,USA,NYSE ARCA,USD,ETF,US25459Y1652
SPVM,Invesco S&P 500 Value with Momentum ETF,USA,NYSE ARCA,USD,ETF,US46137V4234
SPVU,Invesco S&P 500® Enhanced Value ETF,USA,NYSE ARCA,USD,ETF,US46138E3962
SPWO,SP Funds Trust,USA,NYSE ARCA,USD,ETF,US84612A2006
SPXC,SPX Corp,USA,NYSE,USD,Common Stock,US78473E1038
SPXE,ProShares S&P 500® ex-Energy ETF,USA,NYSE ARCA,USD,ETF,US74347B5811
SPXL,Direxion Daily S&P500® Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459W8626
SPXN,ProShares S&P 500® ex-Financials ETF,USA,NYSE ARCA,USD,ETF,US74347B5738
SPXS,Direxion Daily S&P 500® Bear 3X Shares,USA,NYSE ARCA,USD,ETF,US25460E2651
SPXT,ProShares S&P 500® ex-Technology ETF,USA,NYSE ARCA,USD,ETF,US74347B5571
SPXU,ProShares UltraPro Short S&P500,USA,NYSE ARCA,USD,ETF,US74347B1109
SPXV,ProShares S&P 500® ex-Health Care ETF,USA,NYSE ARCA,USD,ETF,US74347B5654
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,USA,NYSE,USD,FUND,US6706EW1000
SPY,SPDR S&P 500 ETF Trust,USA,NYSE ARCA,USD,ETF,US78462F1030
SPYC,Simplify US Equity PLUS Convexity ETF,USA,NYSE ARCA,USD,ETF,US82889N1037
SPYD,SPDR® Portfolio S&P 500 High Dividend ETF,USA,NYSE ARCA,USD,ETF,US78468R7888
SPYG,SPDR® Portfolio S&P 500 Growth ETF,USA,NYSE ARCA,USD,ETF,US78464A4094
SPYM,State Street® SPDR® Portfolio S&P 500® ETF,USA,NYSE ARCA,USD,ETF,US78464A8541
SPYT,Tidal Trust II Defiance S&P 500,USA,NYSE ARCA,USD,ETF,
SPYU,MAX S P 500 4X Leveraged ETN,USA,NYSE ARCA,USD,ETF,US0636795678
SPYV,SPDR® Portfolio S&P 500 Value ETF,USA,NYSE ARCA,USD,ETF,US78464A5083
SPYX,SPDR® S&P 500 Fossil Fuel Reserves Free ETF,USA,NYSE ARCA,USD,ETF,US78468R7961
SQM,Sociedad Quimica y Minera de Chile SA ADR B,USA,NYSE,USD,Common Stock,US8336351056
SQMX,FT Vest U.S. Equity Quarterly Max Buffer ETF,USA,NYSE,USD,ETF,
SQNS,Sequans Communications SA,USA,NYSE,USD,Common Stock,US8173232070
SR,Spire Inc,USA,NYSE,USD,Common Stock,US84857L1017
SR-P-A,SR-P-A,USA,NYSE,USD,Preferred Stock,US84857L3096
SR-PA,Spire Inc,USA,NYSE,USD,Preferred Stock,US84857L3096
SRE,Sempra Energy,USA,NYSE,USD,Common Stock,US8168511090
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,USA,NYSE,USD,Notes,US8168516040
SRFM,Surf Air Mobility Inc.,USA,NYSE,USD,Common Stock,US8689272032
SRG,Seritage Growth Properties,USA,NYSE,USD,Common Stock,US81752R1005
SRG-P-A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,USA,NYSE,USD,Preferred Stock,
SRG-PA,Seritage Growth Properties,USA,NYSE,USD,Preferred Stock,US81752R3084
SRHQ,Elevation Series Trust - SRH U.S. Quality ETF,USA,NYSE ARCA,USD,ETF,US2103221030
SRHR,Elevation Series Trust,USA,NYSE ARCA,USD,ETF,US2103223010
SRI,Stoneridge Inc,USA,NYSE,USD,Common Stock,US86183P1021
SRL,Scully Royalty Ltd,USA,NYSE,USD,Common Stock,KYG7T96K1077
SRLN,SPDR Blackstone Senior Loan ETF,USA,NYSE ARCA,USD,ETF,US78467V6083
SROI,Calamos Antetokounmpo Global Sustainable Equities ETF,USA,NYSE ARCA,USD,ETF,US12811T2096
SRS,ProShares UltraShort Real Estate,USA,NYSE ARCA,USD,ETF,US74347G5568
SRTY,ProShares UltraPro Short Russell2000,USA,NYSE ARCA,USD,ETF,US74347G3902
SRV,Cushing MLP Total Return Closed Fund,USA,NYSE,USD,FUND,US2316313004
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR,USA,NYSE ARCA,USD,ETF,US69374H7411
SRXH,SRx Health Solutions Inc.,USA,NYSE MKT,USD,Common Stock,US08771Y4026
SSB,SouthState Corporation,USA,NYSE,USD,Common Stock,US84472E1029
SSD,Simpson Manufacturing Company Inc,USA,NYSE,USD,Common Stock,US8290731053
SSFI,Strategy Shares - Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US86280R8604
SSG,ProShares UltraShort Semiconductors,USA,NYSE ARCA,USD,ETF,US74347G6228
SSK,ETF Opportunities Trust - REX-Osprey SOL + Staking ETF,USA,NYSE,USD,ETF,US26923N2493
SSL,Sasol Ltd,USA,NYSE,USD,Common Stock,US8038663006
SSO,ProShares Ultra S&P500,USA,NYSE ARCA,USD,ETF,US74347R1077
SSPX,Janus Henderson U.S. Sustainable Equity ETF,USA,NYSE ARCA,USD,ETF,US47103U8119
SSPY,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,ETF,US87166N1063
SST,System1 Inc,USA,NYSE,USD,Common Stock,US87200P1093
SSTK,Shutterstock,USA,NYSE,USD,Common Stock,US8256901005
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,USA,NYSE ARCA,USD,ETF,US86280R8034
SSXU,Day Hagan/Ned Davis Research Smart Sector International ETF,USA,NYSE ARCA,USD,ETF,US86280R8299
ST,Sensata Technologies Holding NV,USA,NYSE,USD,Common Stock,GB00BFMBMT84
STAG,STAG Industrial Inc,USA,NYSE,USD,Common Stock,US85254J1025
STAX,Macquarie ETF Trust,USA,NYSE ARCA,USD,ETF,US5559273009
STBQ,Amplify ETF Trust,USA,NYSE ARCA,USD,ETF,
STC,Stewart Information Services Corp,USA,NYSE,USD,Common Stock,US8603721015
STCE,Schwab Strategic Trust - Schwab Crypto Economy ETF,USA,NYSE ARCA,USD,ETF,US8085246564
STE,STERIS plc,USA,NYSE,USD,Common Stock,IE00BFY8C754
STEL,"Stellar Bancorp, Inc.",USA,NYSE,USD,Common Stock,US8589271068
STEM,Stem Inc,USA,NYSE,USD,Common Stock,US85859N3008
STEW,SRH Total Return Fund Inc.,USA,NYSE,USD,Common Stock,US1015071012
STG,Sunlands Technology Group,USA,NYSE,USD,Common Stock,US86740P2074
STIP,iShares 0-5 Year TIPS Bond ETF,USA,NYSE ARCA,USD,ETF,US46429B7477
STK,Columbia Seligman Premium Technology Growth Closed Fund,USA,NYSE,USD,FUND,US19842X1090
STLA,Stellantis NV,USA,NYSE,USD,Common Stock,NL00150001Q9
STM,STMicroelectronics NV ADR,USA,NYSE,USD,Common Stock,US8610121027
STN,Stantec Inc,USA,NYSE,USD,Common Stock,CA85472N1096
STNG,Scorpio Tankers Inc,USA,NYSE,USD,Common Stock,MHY7542C1306
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R2058
STRN,SMART Trend 25 ETF,USA,NYSE ARCA,USD,ETF,
STRV,EA Series Trust,USA,NYSE,USD,ETF,US02072L6801
STRW,Strawberry Fields REIT LLC,USA,NYSE MKT,USD,Common Stock,US8631821019
STSM,Tidal Trust II,USA,NYSE ARCA,USD,Common Stock,
STT,State Street Corp,USA,NYSE,USD,Common Stock,US8574771031
STT-P-G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,USA,NYSE,USD,Preferred Stock,
STT-PG,State Street Corporation,USA,NYSE,USD,Preferred Stock,US8574778556
STUB,"StubHub Holdings, Inc.",USA,NYSE,USD,Common Stock,US86384P1093
STVN,Stevanato Group SpA,USA,NYSE,USD,Common Stock,IT0005452658
STWD,Starwood Property Trust Inc,USA,NYSE,USD,Common Stock,US85571B1052
STXD,EA Series Trust,USA,NYSE,USD,ETF,US02072L5811
STXE,EA Series Trust,USA,NYSE,USD,ETF,US02072L6983
STXG,EA Series Trust,USA,NYSE,USD,ETF,US02072L6157
STXI,EA Series Trust,USA,NYSE,USD,ETF,
STXK,EA Series Trust,USA,NYSE,USD,ETF,US02072L5738
STXM,EA Series Trust,USA,NYSE,USD,ETF,
STXS,Stereotaxis Inc,USA,NYSE MKT,USD,Common Stock,US85916J4094
STXT,EA Series Trust,USA,NYSE,USD,ETF,US02072L4582
STXV,EA Series Trust,USA,NYSE,USD,ETF,US02072L5993
STZ,Constellation Brands Inc Class A,USA,NYSE,USD,Common Stock,US21036P1084
SU,Suncor Energy Inc,USA,NYSE,USD,Common Stock,CA8672241079
SUB,iShares Short-Term National Muni Bond ETF,USA,NYSE ARCA,USD,ETF,US4642881589
SUI,Sun Communities Inc,USA,NYSE,USD,Common Stock,US8666741041
SULR,Guinness Atkinson Funds - SmartETFs Sustainable Energy II ETF,USA,NYSE ARCA,USD,ETF,
SUN,Sunoco LP,USA,NYSE,USD,Common Stock,US86765K1097
SUNC,SunocoCorp LLC,USA,NYSE,USD,Common Stock,
SUPL,ProShares Supply Chain Logistics ETF,USA,NYSE ARCA,USD,ETF,US74347G3175
SUPV,Grupo Supervielle SA,USA,NYSE,USD,Common Stock,US40054A1088
SURE,Sonora Resources Corp,USA,NYSE ARCA,USD,ETF,US00768Y8185
SURI,Simplify Propel Opportunities ETF,USA,NYSE ARCA,USD,ETF,US82889N6242
SUSA,iShares MSCI USA ESG Select,USA,NYSE ARCA,USD,ETF,US4642888022
SUZ,Suzano Papel e Celulose SA ADR,USA,NYSE,USD,Common Stock,US86959K1051
SVM,Silvercorp Metals Inc,USA,NYSE MKT,USD,Common Stock,CA82835P1036
SVOL,Simplify Volatility Premium ETF,USA,NYSE ARCA,USD,ETF,US82889N8636
SVV,"Savers Value Village, Inc.",USA,NYSE,USD,Common Stock,US80517M1099
SW,Smurfit WestRock plc,USA,NYSE,USD,Common Stock,IE00028FXN24
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,USA,NYSE ARCA,USD,ETF,US0321088884
SWK,Stanley Black & Decker Inc,USA,NYSE,USD,Common Stock,US8545021011
SWX,Southwest Gas Holdings Inc,USA,NYSE,USD,Common Stock,US8448951025
SWZ,Swiss Helvetia Closed Fund,USA,NYSE,USD,FUND,US8708751016
SXC,SunCoke Energy Inc,USA,NYSE,USD,Common Stock,US86722A1034
SXI,Standex International Corporation,USA,NYSE,USD,Common Stock,US8542311076
SXQG,6 Meridian Quality Growth ETF,USA,NYSE ARCA,USD,ETF,US3015056167
SXT,Sensient Technologies Corporation,USA,NYSE,USD,Common Stock,US81725T1007
SYF,Synchrony Financial,USA,NYSE,USD,Common Stock,US87165B1035
SYF-P-A,SYF-P-A,USA,NYSE,USD,Preferred Stock,US87165B2025
SYF-PA,Synchrony Financial,USA,NYSE,USD,Preferred Stock,US87165B2025
SYF-PB,Synchrony Financial,USA,NYSE,USD,Common Stock,US87165B2025
SYFI,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,
SYK,Stryker Corporation,USA,NYSE,USD,Common Stock,US8636671013
SYNX,Silynxcom Ltd.,USA,NYSE MKT,USD,Common Stock,IL0011990749
SYY,Sysco Corporation,USA,NYSE,USD,Common Stock,US8718291078
SZK,ProShares UltraShort Consumer Goods,USA,NYSE ARCA,USD,ETF,US74347G6301
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation,USA,NYSE ARCA,USD,ETF,US69374H6918
T,AT&T Inc,USA,NYSE,USD,Common Stock,US00206R1023
T-P-A,T-P-A,USA,NYSE,USD,Preferred Stock,US00206R5081
T-P-C,T-P-C,USA,NYSE,USD,Preferred Stock,US00206R5081
T-PA,AT&T Inc,USA,NYSE,USD,Preferred Stock,US00206R5081
T-PC,AT&T Inc,USA,NYSE,USD,Preferred Stock,US00206R7061
TABD,The 2023 ETF Series Trust,USA,NYSE ARCA,USD,ETF,
TAC,TransAlta Corp,USA,NYSE,USD,Common Stock,CA89346D1078
TACK,Fairlead Tactical Sector Fund,USA,NYSE ARCA,USD,ETF,US14064D5501
TACN,"T. Rowe Price Exchange-Traded Funds, Inc.",USA,NYSE ARCA,USD,Common Stock,
TACU,"T. Rowe Price Exchange-Traded Funds, Inc.",USA,NYSE ARCA,USD,Common Stock,
TAFI,Ab Tax-Aware Short Duration ETF,USA,NYSE ARCA,USD,ETF,US00039J2024
TAFL,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,US00039J8716
TAFM,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,US00039J8898
TAGG,TagLikeMe Corp,USA,NYSE ARCA,USD,ETF,US87283Q6026
TAGS,Teucrium Agricultural Fund,USA,NYSE ARCA,USD,ETF,US88166A7063
TAK,Takeda Pharmaceutical Co Ltd ADR,USA,NYSE,USD,Common Stock,US8740602052
TAL,TAL Education Group,USA,NYSE,USD,Common Stock,US8740801043
TALO,Talos Energy,USA,NYSE,USD,Common Stock,US87484T1088
TALV,The 2023 ETF Series Trust,USA,NYSE ARCA,USD,ETF,
TAN,Invesco Solar ETF,USA,NYSE ARCA,USD,ETF,US46138G7060
TAP,Molson Coors Brewing Co Class B,USA,NYSE,USD,Common Stock,US60871R2094
TAP-A,Molson Coors Beverage Company,USA,NYSE,USD,Common Stock,US60871R1005
TAXF,American Century Diversified Municipal Bond ETF,USA,NYSE ARCA,USD,ETF,US0250725050
TAXM,BondBloxx ETF Trust,USA,NYSE ARCA,USD,ETF,
TAXX,BondBloxx ETF Trust,USA,NYSE ARCA,USD,ETF,
TBB,AT&T Inc,USA,NYSE,USD,Common Stock,US00206R3003
TBBB,BBB Foods Inc.,USA,NYSE,USD,Common Stock,VGG0896C1032
TBF,ProShares Short 20+ Year Treasury,USA,NYSE ARCA,USD,ETF,US74347X8496
TBFC,The Brinsmere Fund - Conservative ETF,USA,NYSE ARCA,USD,ETF,US26922B4932
TBFG,ETF Series Solutions,USA,NYSE ARCA,USD,ETF,US26922B5194
TBG,EA Series Trust,USA,NYSE ARCA,USD,ETF,US02072L3758
TBI,TrueBlue Inc,USA,NYSE,USD,Common Stock,US89785X1019
TBLL,Invesco Short Term Treasury ETF,USA,NYSE ARCA,USD,ETF,US46138G8886
TBLU,Tortoise Capital Series Trust,USA,NYSE,USD,ETF,
TBN,Tamboran Resources Corporation,USA,NYSE,USD,Common Stock,US87507T1016
TBT,ProShares UltraShort 20+ Year Treasury,USA,NYSE ARCA,USD,ETF,US74347B2016
TBUX,T. Rowe Price Exchange-Traded Funds Inc. - T. Rowe Price Ultra Short-Term Bond ETF,USA,NYSE ARCA,USD,ETF,US87283Q7016
TBX,ProShares Short 7-10 Year Treasury,USA,NYSE ARCA,USD,ETF,US74348A6082
TBXU,Direxion Shares ETF Trust,USA,NYSE ARCA,USD,ETF,
TCAF,"T. Rowe Price Exchange-Traded Funds, Inc.",USA,NYSE ARCA,USD,ETF,US87283Q8675
TCAI,Tortoise Capital Series Trust,USA,NYSE,USD,Common Stock,
TCAL,"T. Rowe Price Exchange-Traded Funds, Inc.",USA,NYSE ARCA,USD,Common Stock,
TCBX,"Third Coast Bancshares, Inc.",USA,NYSE,USD,Common Stock,US88422P1093
TCGL,TechCreate Group Ltd.,USA,NYSE MKT,USD,Common Stock,KYG8726A1067
TCHP,T. Rowe Price Blue Chip Growth ETF,USA,NYSE ARCA,USD,ETF,US87283Q1076
TCI,Transcontinental Realty Investors,USA,NYSE,USD,Common Stock,US8936172092
TCPA,TCPA,USA,NYSE,USD,Common Stock,
